"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
54,0,-0.0885,0.1223,-0.3296,0.1495,1,0,1,1.0901,0.1303,0.8347,1.3449,1,1,1,1.1824,0.1588,0.8717,1.4945,1,1,1.5,1.2226,0.1843,0.864,1.5848,1,1,0.3,0.2506,0.1297,-0.0044,0.5002,1,0,0.2,0.2807,0.1067,0.079,0.4963,1,1,-0.15,-0.2095,0.0923,-0.3924,-0.0362,1,1,0,0.0114,0.0954,-0.1811,0.2007,1,0,1,0.9996,0.1181,0.7615,1.232,1,1,1,1.0939,0.1158,0.8731,1.3301,1,1,1.5,1.4229,0.1319,1.1755,1.6929,1,1,2,1.6783,0.1445,1.4145,1.9787,0,1,0.1,0.1117,0.0505,0.049,0.242,1,1,0.1,0.1477,0.0717,0.0549,0.323,1,1,0.1,0.1051,0.0444,0.0498,0.2179,1,1,0.1,0.1044,0.0434,0.0483,0.2165,1,1,1,0.9694,0.1006,0.7901,1.1833,1,1,1,1.0472,0.0971,0.8739,1.2554,1,1,0.3,0.3194,0.0655,0.1958,0.4529,1,1,0.3,0.3194,0.0655,0.1958,0.4529,1,1
55,0,0.1835,0.1275,-0.0661,0.4329,1,0,1,1.033,0.1159,0.8065,1.2617,1,1,1,0.6143,0.1622,0.2959,0.9332,0,1,1.5,1.6055,0.2132,1.1824,2.0208,1,1,0.3,0.1322,0.1268,-0.1049,0.3874,1,0,0.2,0.2373,0.1082,0.0231,0.447,1,1,-0.15,-0.0742,0.1016,-0.2692,0.1316,1,0,0,0.0643,0.0886,-0.1115,0.236,1,0,1,1.1074,0.1149,0.8849,1.3369,1,1,1,0.8936,0.1163,0.6616,1.1224,1,1,1.5,1.4944,0.1305,1.2501,1.7617,1,1,2,2.0203,0.1629,1.7243,2.3599,1,1,0.1,0.1113,0.0491,0.0501,0.2349,1,1,0.1,0.1165,0.0538,0.0501,0.2549,1,1,0.1,0.1235,0.0644,0.0501,0.2994,1,1,0.1,0.1217,0.0581,0.0515,0.2756,1,1,1,0.8875,0.0987,0.7169,1.1063,1,1,1,1.0785,0.1037,0.8899,1.2935,1,1,0.3,0.35,0.0695,0.2213,0.4925,1,1,0.3,0.35,0.0695,0.2213,0.4925,1,1
56,0,0.1644,0.1405,-0.1139,0.4378,1,0,1,1.1872,0.1087,0.9748,1.4001,1,1,1,0.9171,0.1623,0.6006,1.2355,1,1,1.5,1.2738,0.1964,0.886,1.663,1,1,0.3,-0.1491,0.1046,-0.3403,0.0686,0,0,0.2,0.179,0.128,-0.0625,0.4324,1,0,-0.15,-0.2001,0.1061,-0.4208,-0.0038,1,1,0,0.1136,0.0923,-0.0827,0.2878,1,0,1,1.3125,0.1051,1.1216,1.5335,0,1,1,0.876,0.1114,0.651,1.0925,1,1,1.5,1.5568,0.1204,1.3396,1.8121,1,1,2,1.8468,0.1485,1.5749,2.1601,1,1,0.1,0.1303,0.0615,0.0528,0.2862,1,1,0.1,0.116,0.0527,0.0512,0.2528,1,1,0.1,0.1221,0.0575,0.0517,0.2726,1,1,0.1,0.1169,0.0498,0.0517,0.2433,1,1,1,0.6626,0.0626,0.5537,0.7969,0,1,1,0.9565,0.1031,0.7751,1.1754,1,1,0.3,0.3387,0.061,0.225,0.4649,1,1,0.3,0.3387,0.061,0.225,0.4649,1,1
57,0,-0.1094,0.15,-0.401,0.1865,1,0,1,0.8598,0.1243,0.6158,1.1032,1,1,1,0.9778,0.155,0.6733,1.2822,1,1,1.5,1.2495,0.2217,0.8184,1.6882,1,1,0.3,0.3113,0.1275,0.0341,0.5402,1,1,0.2,0.2482,0.1305,-0.0097,0.4962,1,0,-0.15,-0.1953,0.1064,-0.3893,0.0207,1,0,0,-0.0612,0.0906,-0.2379,0.1175,1,0,1,1.3182,0.13,1.072,1.5818,0,1,1,1.0282,0.1233,0.7786,1.2653,1,1,1.5,1.3951,0.1307,1.1511,1.6666,1,1,2,2.1158,0.1692,1.8078,2.4725,1,1,0.1,0.1139,0.0507,0.0506,0.2427,1,1,0.1,0.1286,0.0637,0.0509,0.2924,1,1,0.1,0.137,0.0727,0.0517,0.3304,1,1,0.1,0.1056,0.0436,0.0488,0.2137,1,1,1,0.9055,0.1006,0.7194,1.1134,1,1,1,0.9299,0.1077,0.742,1.1631,1,1,0.3,0.2699,0.0724,0.1344,0.4181,1,1,0.3,0.2699,0.0724,0.1344,0.4181,1,1
58,0,0.1017,0.1345,-0.1596,0.3667,1,0,1,0.9846,0.1048,0.7798,1.1902,1,1,1,0.8377,0.1499,0.5458,1.1304,1,1,1.5,1.5149,0.2235,1.079,1.9509,1,1,0.3,0.1493,0.1114,-0.0635,0.3733,1,0,0.2,0.1627,0.1034,-0.0296,0.3766,1,0,-0.15,-0.1526,0.0871,-0.3244,0.0115,1,0,0,0.0391,0.09,-0.141,0.2104,1,0,1,1.1747,0.1135,0.9604,1.4062,1,1,1,0.8232,0.1016,0.621,1.0234,1,1,1.5,1.3535,0.121,1.129,1.6024,1,1,2,2.1369,0.1656,1.8368,2.4824,1,1,0.1,0.1182,0.0577,0.0496,0.271,1,1,0.1,0.1148,0.0519,0.0501,0.2472,1,1,0.1,0.1264,0.0625,0.0521,0.2906,1,1,0.1,0.1418,0.0733,0.0526,0.3308,1,1,1,0.9092,0.0944,0.7442,1.1112,1,1,1,0.9315,0.09,0.7729,1.1247,1,1,0.3,0.2411,0.0631,0.1205,0.3687,1,1,0.3,0.2411,0.0631,0.1205,0.3687,1,1
59,0,0.1473,0.1208,-0.0899,0.3854,1,0,1,1.0912,0.1191,0.8563,1.3274,1,1,1,1.0205,0.1647,0.6968,1.3432,1,1,1.5,1.0683,0.1976,0.6829,1.46,0,1,0.3,0.2418,0.1313,9e-04,0.5037,1,1,0.2,0.357,0.1127,0.1165,0.5684,1,1,-0.15,-0.1992,0.0977,-0.3852,-0.0074,1,1,0,-0.0568,0.0921,-0.236,0.1271,1,0,1,1.0008,0.1175,0.7629,1.2307,1,1,1,0.8957,0.1232,0.6498,1.1372,1,1,1.5,1.4978,0.142,1.228,1.7871,1,1,2,1.8098,0.1584,1.5181,2.1386,1,1,0.1,0.1208,0.0536,0.0514,0.2558,1,1,0.1,0.1229,0.0561,0.0519,0.2677,1,1,0.1,0.1188,0.0543,0.052,0.2603,1,1,0.1,0.1625,0.0818,0.0554,0.3542,1,1,1,0.9506,0.1138,0.7576,1.1982,1,1,1,1.1015,0.1079,0.9064,1.3248,1,1,0.3,0.334,0.0696,0.201,0.475,1,1,0.3,0.334,0.0696,0.201,0.475,1,1
60,0,0.1401,0.1355,-0.1255,0.409,1,0,1,1.0627,0.1194,0.8286,1.2984,1,1,1,1.0921,0.1637,0.7718,1.4125,1,1,1.5,1.4466,0.2086,1.0364,1.8537,1,1,0.3,0.1816,0.1274,-0.0699,0.4307,1,0,0.2,0.4098,0.1062,0.1912,0.6068,1,1,-0.15,-0.1605,0.1,-0.358,0.0394,1,0,0,0.1274,0.0795,-0.0305,0.2832,1,0,1,1.1844,0.1222,0.9481,1.4255,1,1,1,0.8332,0.1325,0.5677,1.0879,1,1,1.5,1.4928,0.1323,1.2482,1.7674,1,1,2,1.9099,0.1662,1.6055,2.257,1,1,0.1,0.125,0.0588,0.0507,0.2738,1,1,0.1,0.1162,0.052,0.0499,0.2501,1,1,0.1,0.1929,0.105,0.0602,0.4372,1,1,0.1,0.1344,0.0648,0.0532,0.2953,1,1,1,0.9201,0.1053,0.738,1.1456,1,1,1,1.2171,0.1213,0.9917,1.4673,1,1,0.3,0.3776,0.0737,0.238,0.5273,1,1,0.3,0.3776,0.0737,0.238,0.5273,1,1
61,0,-0.041,0.1136,-0.2656,0.1835,1,0,1,0.9856,0.1252,0.7379,1.2308,1,1,1,0.8763,0.1565,0.5678,1.1838,1,1,1.5,1.3316,0.2308,0.8778,1.7845,1,1,0.3,0.2294,0.1184,0.0026,0.4639,1,1,0.2,0.2623,0.12,0.0374,0.487,1,1,-0.15,-0.1784,0.0971,-0.3636,0.0098,1,0,0,0.1385,0.0863,-0.0292,0.305,1,0,1,0.8875,0.1152,0.6549,1.1116,1,1,1,1.0282,0.124,0.7781,1.2682,1,1,1.5,1.4043,0.1337,1.1528,1.6774,1,1,2,2.195,0.1746,1.8802,2.5629,1,1,0.1,0.1219,0.0586,0.0513,0.2696,1,1,0.1,0.1485,0.0771,0.0545,0.3447,1,1,0.1,0.1467,0.0788,0.0527,0.3493,1,1,0.1,0.1433,0.0696,0.0549,0.3107,1,1,1,0.9765,0.1072,0.7854,1.2028,1,1,1,1.0316,0.1109,0.8378,1.2707,1,1,0.3,0.2439,0.0736,0.1037,0.3927,1,1,0.3,0.2439,0.0736,0.1037,0.3927,1,1
62,0,0.0131,0.1162,-0.2147,0.2422,1,0,1,0.9563,0.1214,0.7186,1.1931,1,1,1,0.9121,0.1754,0.5706,1.2564,1,1,1.5,1.9024,0.2055,1.4993,2.306,1,1,0.3,0.3095,0.138,0.0292,0.5576,1,1,0.2,0.1242,0.1109,-0.0922,0.3423,1,0,-0.15,-0.1117,0.1043,-0.3243,0.0863,1,0,0,0.0402,0.0827,-0.1241,0.1981,1,0,1,0.8883,0.1284,0.6315,1.1367,1,1,1,1.015,0.1139,0.7892,1.24,1,1,1.5,1.5855,0.1434,1.3146,1.8792,1,1,2,1.9412,0.1563,1.6574,2.2668,1,1,0.1,0.1923,0.0994,0.0563,0.3985,1,1,0.1,0.1379,0.0676,0.0542,0.3083,1,1,0.1,0.1439,0.0742,0.0533,0.329,1,1,0.1,0.1293,0.0621,0.0519,0.2913,1,1,1,0.9517,0.1143,0.7469,1.19,1,1,1,1.058,0.111,0.8593,1.2919,1,1,0.3,0.3086,0.0774,0.1608,0.4656,1,1,0.3,0.3086,0.0774,0.1608,0.4656,1,1
63,0,-0.092,0.1244,-0.3356,0.1508,1,0,1,0.9934,0.1259,0.7462,1.2437,1,1,1,0.9534,0.164,0.6334,1.2752,1,1,1.5,1.608,0.2002,1.2157,2.0036,1,1,0.3,0.0645,0.1339,-0.1769,0.3602,1,0,0.2,0.2647,0.11,0.0502,0.4811,1,1,-0.15,-0.1303,0.1051,-0.3408,0.0627,1,0,0,0.2118,0.0832,0.0466,0.3759,0,1,1,1.0923,0.1099,0.8792,1.3148,1,1,1,1.0203,0.1169,0.7923,1.2541,1,1,1.5,1.5164,0.1273,1.2814,1.7825,1,1,2,1.8629,0.1559,1.5769,2.1885,1,1,0.1,0.1187,0.0566,0.0513,0.2692,1,1,0.1,0.1253,0.0605,0.051,0.2812,1,1,0.1,0.151,0.0842,0.0527,0.3635,1,1,0.1,0.1275,0.0578,0.0512,0.2706,1,1,1,0.8275,0.0939,0.6671,1.0358,1,1,1,1.094,0.1079,0.8983,1.319,1,1,0.3,0.3495,0.0687,0.218,0.4868,1,1,0.3,0.3495,0.0687,0.218,0.4868,1,1
64,0,0.2224,0.1178,-0.0087,0.4545,1,0,1,0.9348,0.11,0.7187,1.1496,1,1,1,0.9934,0.1688,0.6614,1.3235,1,1,1.5,0.932,0.1955,0.5488,1.3149,0,1,0.3,0.1607,0.1215,-0.0535,0.4165,1,0,0.2,-3e-04,0.0972,-0.1845,0.2022,1,0,-0.15,-0.0919,0.0919,-0.2751,0.0846,1,0,0,0.0626,0.0835,-0.1034,0.2253,1,0,1,1.0097,0.1017,0.816,1.2147,1,1,1,0.9537,0.0928,0.7796,1.1433,1,1,1.5,1.5687,0.1315,1.3268,1.8433,1,1,2,1.8744,0.1443,1.6137,2.1793,1,1,0.1,0.1313,0.0646,0.0519,0.2954,1,1,0.1,0.1121,0.0491,0.0506,0.234,1,1,0.1,0.1139,0.0535,0.0494,0.2564,1,1,0.1,0.1692,0.0869,0.0566,0.3732,1,1,1,0.7945,0.0875,0.6414,0.9842,0,1,1,0.8959,0.0843,0.747,1.0774,1,1,0.3,0.2462,0.0595,0.1339,0.3674,1,1,0.3,0.2462,0.0595,0.1339,0.3674,1,1
65,0,0.0886,0.1253,-0.158,0.3344,1,0,1,0.9875,0.1364,0.7205,1.2555,1,1,1,1.052,0.1831,0.6895,1.4121,1,1,1.5,1.5363,0.2139,1.1182,1.9569,1,1,0.3,0.3201,0.1044,0.0967,0.5167,1,1,0.2,0.3617,0.1167,0.1289,0.5907,1,1,-0.15,-0.1798,0.0948,-0.3629,0.0075,1,0,0,-0.0411,0.0805,-0.1906,0.1247,1,0,1,1.0178,0.1193,0.787,1.2571,1,1,1,1.1107,0.1312,0.8536,1.3712,1,1,1.5,1.6779,0.1438,1.4136,1.9794,1,1,2,1.9697,0.1696,1.657,2.3239,1,1,0.1,0.1004,0.0399,0.0482,0.2036,1,1,0.1,0.1162,0.0538,0.0496,0.2555,1,1,0.1,0.117,0.0525,0.0502,0.2498,1,1,0.1,0.1182,0.0525,0.0516,0.2523,1,1,1,0.9598,0.0936,0.7874,1.155,1,1,1,1.0872,0.1134,0.885,1.3284,1,1,0.3,0.2508,0.0682,0.1228,0.3911,1,1,0.3,0.2508,0.0682,0.1228,0.3911,1,1
66,0,-0.0321,0.1278,-0.2855,0.2191,1,0,1,0.8264,0.1099,0.6093,1.0438,1,1,1,0.8825,0.1399,0.6083,1.1569,1,1,1.5,1.7429,0.2152,1.323,2.1698,1,1,0.3,0.2409,0.1155,0.0127,0.4711,1,1,0.2,-0.009,0.0995,-0.1921,0.2029,1,0,-0.15,-0.1334,0.0925,-0.3125,0.046,1,0,0,0.0282,0.0809,-0.1334,0.1894,1,0,1,1.0769,0.1133,0.861,1.3047,1,1,1,0.9517,0.0923,0.7769,1.1413,1,1,1.5,1.2219,0.1206,0.9928,1.4666,0,1,2,2.0894,0.1585,1.8018,2.4273,1,1,0.1,0.1189,0.0542,0.0499,0.2536,1,1,0.1,0.109,0.047,0.0496,0.232,1,1,0.1,0.1281,0.0655,0.0506,0.3007,1,1,0.1,0.1274,0.0615,0.0516,0.2866,1,1,1,0.9046,0.0947,0.7357,1.108,1,1,1,0.8382,0.0789,0.6994,1.0092,1,1,0.3,0.2642,0.0613,0.15,0.3911,1,1,0.3,0.2642,0.0613,0.15,0.3911,1,1
67,0,0.0607,0.1201,-0.1737,0.2989,1,0,1,0.8064,0.1184,0.5763,1.0393,1,1,1,0.8928,0.1626,0.5728,1.2105,1,1,1.5,1.6489,0.1937,1.2647,2.0314,1,1,0.3,0.3285,0.1203,0.089,0.5565,1,1,0.2,0.0825,0.1146,-0.1351,0.3148,1,0,-0.15,-0.0663,0.086,-0.2371,0.1009,1,0,0,-0.0438,0.0971,-0.2285,0.1479,1,0,1,0.9,0.1326,0.6278,1.153,1,1,1,1.0146,0.1037,0.8164,1.2239,1,1,1.5,1.4209,0.1458,1.1383,1.7138,1,1,2,1.8465,0.1474,1.5764,2.1577,1,1,0.1,0.1232,0.0572,0.0522,0.2693,1,1,0.1,0.1209,0.0574,0.0501,0.2667,1,1,0.1,0.121,0.0545,0.0513,0.2591,1,1,0.1,0.1383,0.0736,0.0513,0.331,1,1,1,1.1037,0.1183,0.8896,1.3506,1,1,1,0.8962,0.0929,0.7337,1.0985,1,1,0.3,0.2064,0.0694,0.0744,0.3481,1,1,0.3,0.2064,0.0694,0.0744,0.3481,1,1
68,0,0.0805,0.1235,-0.1634,0.3216,1,0,1,1.1638,0.1225,0.9242,1.4042,1,1,1,1.0609,0.1779,0.7091,1.4098,1,1,1.5,1.4627,0.222,1.0282,1.8993,1,1,0.3,0.3478,0.0992,0.1459,0.5328,1,1,0.2,0.1088,0.1148,-0.1042,0.3542,1,0,-0.15,-0.0066,0.0935,-0.1967,0.1711,1,0,0,0.0629,0.0845,-0.1016,0.2253,1,0,1,0.9624,0.1208,0.727,1.2029,1,1,1,1.0534,0.1073,0.8492,1.2709,1,1,1.5,1.5912,0.1419,1.327,1.8876,1,1,2,2.1366,0.1662,1.8383,2.4887,1,1,0.1,0.1055,0.0455,0.0489,0.2223,1,1,0.1,0.1174,0.0549,0.0508,0.2638,1,1,0.1,0.1219,0.0565,0.0522,0.2678,1,1,0.1,0.1045,0.0417,0.0498,0.21,1,1,1,1.0119,0.0944,0.8397,1.2102,1,1,1,0.9324,0.096,0.7668,1.1436,1,1,0.3,0.3501,0.0677,0.2221,0.4873,1,1,0.3,0.3501,0.0677,0.2221,0.4873,1,1
69,0,0.1261,0.1272,-0.1226,0.3767,1,0,1,0.904,0.1077,0.6931,1.115,1,1,1,0.7676,0.1533,0.4662,1.0652,1,1,1.5,1.2863,0.1926,0.9062,1.6682,1,1,0.3,0.1902,0.1103,-0.0198,0.4106,1,0,0.2,0.1167,0.1051,-0.0833,0.3217,1,0,-0.15,-0.2131,0.0902,-0.397,-0.0401,1,1,0,0.0092,0.0825,-0.155,0.1671,1,0,1,1.0822,0.1121,0.8675,1.309,1,1,1,0.8899,0.1013,0.6925,1.0928,1,1,1.5,1.3684,0.1276,1.1274,1.6292,1,1,2,1.8253,0.1467,1.5562,2.1343,1,1,0.1,0.0982,0.0403,0.0473,0.2049,1,1,0.1,0.1415,0.0705,0.054,0.318,1,1,0.1,0.1349,0.0697,0.0513,0.3155,1,1,0.1,0.1156,0.0525,0.0498,0.2482,1,1,1,0.9983,0.1002,0.8206,1.2112,1,1,1,0.8963,0.0894,0.7391,1.0883,1,1,0.3,0.2673,0.0644,0.1462,0.3995,1,1,0.3,0.2673,0.0644,0.1462,0.3995,1,1
70,0,-0.0881,0.1314,-0.3482,0.1694,1,0,1,0.9195,0.1104,0.7011,1.1351,1,1,1,1.1807,0.1566,0.8711,1.4868,1,1,1.5,1.4885,0.2265,1.0441,1.9343,1,1,0.3,0.2752,0.132,0.0097,0.5171,1,1,0.2,0.2697,0.111,0.0677,0.4982,1,1,-0.15,-0.1688,0.1058,-0.3653,0.0445,1,0,0,0.0016,0.0855,-0.1798,0.1549,1,0,1,1.1069,0.1176,0.8786,1.3432,1,1,1,0.8456,0.1097,0.6277,1.0594,1,1,1.5,1.395,0.1346,1.1382,1.6685,1,1,2,2.1382,0.1712,1.8264,2.497,1,1,0.1,0.1118,0.0482,0.0495,0.2331,1,1,0.1,0.1122,0.0503,0.0498,0.2454,1,1,0.1,0.1731,0.0992,0.0553,0.4186,1,1,0.1,0.1133,0.0485,0.0511,0.2345,1,1,1,0.9006,0.1045,0.7105,1.1175,1,1,1,0.9979,0.1023,0.8174,1.2167,1,1,0.3,0.3616,0.0715,0.2297,0.5089,1,1,0.3,0.3616,0.0715,0.2297,0.5089,1,1
71,0,0.0088,0.1296,-0.2471,0.2626,1,0,1,1.1423,0.1174,0.9104,1.3721,1,1,1,0.8873,0.1581,0.5772,1.1953,1,1,1.5,1.6586,0.2293,1.2104,2.109,1,1,0.3,0.2342,0.1131,0.0189,0.4461,1,1,0.2,0.1489,0.1114,-0.062,0.3791,1,0,-0.15,-0.2264,0.0875,-0.4032,-0.0602,1,1,0,-0.1255,0.0904,-0.299,0.0482,1,0,1,1.0945,0.1221,0.858,1.338,1,1,1,1.006,0.1043,0.803,1.2162,1,1,1.5,1.4062,0.1277,1.1683,1.6725,1,1,2,2.2172,0.169,1.912,2.5763,1,1,0.1,0.1079,0.0456,0.0493,0.2208,1,1,0.1,0.1176,0.0541,0.0507,0.2561,1,1,0.1,0.1129,0.0494,0.0497,0.2373,1,1,0.1,0.1191,0.0527,0.05,0.2514,1,1,1,1.0186,0.1043,0.834,1.242,1,1,1,0.8187,0.0833,0.6746,1.0002,1,1,0.3,0.1856,0.0634,0.0658,0.3151,1,1,0.3,0.1856,0.0634,0.0658,0.3151,1,1
72,0,0.1775,0.1216,-0.0633,0.4115,1,0,1,1.1733,0.1288,0.9187,1.4264,1,1,1,1.1647,0.1693,0.8329,1.4958,1,1,1.5,1.4221,0.2011,1.0277,1.8165,1,1,0.3,0.3062,0.1132,0.0836,0.5102,1,1,0.2,0.2962,0.1054,0.0937,0.5166,1,1,-0.15,-0.0805,0.0951,-0.2673,0.1003,1,0,0,0.0844,0.0795,-0.0666,0.2468,1,0,1,0.9577,0.118,0.7264,1.1904,1,1,1,1.0556,0.1221,0.8142,1.2975,1,1,1.5,1.5213,0.1389,1.263,1.8107,1,1,2,1.8516,0.1564,1.5657,2.1765,1,1,0.1,0.1059,0.0436,0.0496,0.2151,1,1,0.1,0.1348,0.0689,0.0531,0.3149,1,1,0.1,0.1216,0.0593,0.0506,0.2778,1,1,0.1,0.1154,0.049,0.0514,0.2391,1,1,1,0.9898,0.1006,0.8085,1.1995,1,1,1,1.1154,0.1095,0.9213,1.3532,1,1,0.3,0.3577,0.0712,0.2218,0.5012,1,1,0.3,0.3577,0.0712,0.2218,0.5012,1,1
73,0,-0.1183,0.1388,-0.393,0.1534,1,0,1,1.0095,0.1315,0.7524,1.2663,1,1,1,0.9247,0.1685,0.5923,1.2527,1,1,1.5,1.1806,0.2025,0.7831,1.5831,1,1,0.3,0.1646,0.1143,-0.0572,0.3907,1,0,0.2,0.2999,0.106,0.0771,0.4934,1,1,-0.15,-0.2352,0.0844,-0.3932,-0.0633,1,1,0,-0.033,0.0914,-0.2032,0.151,1,0,1,1.2324,0.1174,1.0112,1.4717,0,1,1,1.0893,0.1205,0.8567,1.3319,1,1,1.5,1.5514,0.1337,1.3045,1.828,1,1,2,1.8973,0.1555,1.6159,2.227,1,1,0.1,0.1123,0.0491,0.05,0.2387,1,1,0.1,0.1469,0.0758,0.0535,0.3386,1,1,0.1,0.1222,0.0536,0.0529,0.2551,1,1,0.1,0.132,0.0666,0.0523,0.3035,1,1,1,0.9295,0.1016,0.7485,1.1457,1,1,1,0.9883,0.1004,0.8062,1.1999,1,1,0.3,0.2202,0.0695,0.091,0.3654,1,1,0.3,0.2202,0.0695,0.091,0.3654,1,1
74,0,-0.0703,0.121,-0.3073,0.1643,1,0,1,0.9627,0.1217,0.7246,1.2013,1,1,1,0.9172,0.1752,0.5757,1.2641,1,1,1.5,0.9294,0.1851,0.5661,1.2908,0,1,0.3,0.3728,0.0989,0.162,0.5511,1,1,0.2,0.1517,0.0985,-0.0409,0.3408,1,0,-0.15,-0.1201,0.0902,-0.2963,0.06,1,0,0,-0.0963,0.0804,-0.2553,0.0569,1,0,1,0.9179,0.122,0.6805,1.1605,1,1,1,1.0017,0.109,0.7913,1.223,1,1,1.5,1.5625,0.1424,1.2985,1.8544,1,1,2,1.7302,0.1434,1.4687,2.0337,1,1,0.1,0.0993,0.0369,0.0492,0.1934,1,1,0.1,0.1033,0.0408,0.0483,0.2064,1,1,0.1,0.1111,0.0478,0.0516,0.2369,1,1,0.1,0.1287,0.0609,0.0514,0.2855,1,1,1,1.0594,0.0988,0.8761,1.263,1,1,1,1.0842,0.1023,0.9004,1.3021,1,1,0.3,0.3688,0.0733,0.2321,0.5168,1,1,0.3,0.3688,0.0733,0.2321,0.5168,1,1
75,0,-0.0908,0.1201,-0.3261,0.1442,1,0,1,1.0164,0.1089,0.802,1.23,1,1,1,1.0772,0.1529,0.7796,1.3785,1,1,1.5,1.3886,0.2195,0.9556,1.8206,1,1,0.3,0.3073,0.0997,0.1063,0.4972,1,1,0.2,0.2719,0.0998,0.0751,0.4672,1,1,-0.15,-0.263,0.0894,-0.4382,-0.093,1,1,0,0.0549,0.078,-0.1,0.2022,1,0,1,0.9374,0.1211,0.6962,1.1737,1,1,1,0.8241,0.1149,0.5969,1.0497,1,1,1.5,1.3236,0.1299,1.0792,1.589,1,1,2,2.081,0.1667,1.7797,2.4351,1,1,0.1,0.101,0.0402,0.0485,0.2007,1,1,0.1,0.1092,0.0445,0.0497,0.2215,1,1,0.1,0.1133,0.0511,0.0497,0.2424,1,1,0.1,0.1097,0.0462,0.0493,0.2264,1,1,1,1.0895,0.1037,0.8994,1.307,1,1,1,1.0492,0.0989,0.8702,1.257,1,1,0.3,0.239,0.0692,0.1069,0.3782,1,1,0.3,0.239,0.0692,0.1069,0.3782,1,1
