"r","Tru_Level2Mean[1]","Est_Level2Mean[1]","se_Level2Mean[1]","LL_Level2Mean[1]","UL_Level2Mean[1]","cFlag_Level2Mean[1]","pFlag_Level2Mean[1]","Tru_Level2Mean[2]","Est_Level2Mean[2]","se_Level2Mean[2]","LL_Level2Mean[2]","UL_Level2Mean[2]","cFlag_Level2Mean[2]","pFlag_Level2Mean[2]","Tru_Level2Mean[3]","Est_Level2Mean[3]","se_Level2Mean[3]","LL_Level2Mean[3]","UL_Level2Mean[3]","cFlag_Level2Mean[3]","pFlag_Level2Mean[3]","Tru_Level2Mean[4]","Est_Level2Mean[4]","se_Level2Mean[4]","LL_Level2Mean[4]","UL_Level2Mean[4]","cFlag_Level2Mean[4]","pFlag_Level2Mean[4]","Tru_Level2Mean[5]","Est_Level2Mean[5]","se_Level2Mean[5]","LL_Level2Mean[5]","UL_Level2Mean[5]","cFlag_Level2Mean[5]","pFlag_Level2Mean[5]","Tru_Level2Mean[6]","Est_Level2Mean[6]","se_Level2Mean[6]","LL_Level2Mean[6]","UL_Level2Mean[6]","cFlag_Level2Mean[6]","pFlag_Level2Mean[6]","Tru_Level2Mean[7]","Est_Level2Mean[7]","se_Level2Mean[7]","LL_Level2Mean[7]","UL_Level2Mean[7]","cFlag_Level2Mean[7]","pFlag_Level2Mean[7]","Tru_Level2Mean[8]","Est_Level2Mean[8]","se_Level2Mean[8]","LL_Level2Mean[8]","UL_Level2Mean[8]","cFlag_Level2Mean[8]","pFlag_Level2Mean[8]","Tru_Level2Mean[9]","Est_Level2Mean[9]","se_Level2Mean[9]","LL_Level2Mean[9]","UL_Level2Mean[9]","cFlag_Level2Mean[9]","pFlag_Level2Mean[9]","Tru_Level2Mean[10]","Est_Level2Mean[10]","se_Level2Mean[10]","LL_Level2Mean[10]","UL_Level2Mean[10]","cFlag_Level2Mean[10]","pFlag_Level2Mean[10]","Tru_Level2Sigma[1]","Est_Level2Sigma[1]","se_Level2Sigma[1]","LL_Level2Sigma[1]","UL_Level2Sigma[1]","cFlag_Level2Sigma[1]","pFlag_Level2Sigma[1]","Tru_Level2Sigma[2]","Est_Level2Sigma[2]","se_Level2Sigma[2]","LL_Level2Sigma[2]","UL_Level2Sigma[2]","cFlag_Level2Sigma[2]","pFlag_Level2Sigma[2]","Tru_Level2Sigma[3]","Est_Level2Sigma[3]","se_Level2Sigma[3]","LL_Level2Sigma[3]","UL_Level2Sigma[3]","cFlag_Level2Sigma[3]","pFlag_Level2Sigma[3]","Tru_Level2Sigma[4]","Est_Level2Sigma[4]","se_Level2Sigma[4]","LL_Level2Sigma[4]","UL_Level2Sigma[4]","cFlag_Level2Sigma[4]","pFlag_Level2Sigma[4]","Tru_Level2Sigma[5]","Est_Level2Sigma[5]","se_Level2Sigma[5]","LL_Level2Sigma[5]","UL_Level2Sigma[5]","cFlag_Level2Sigma[5]","pFlag_Level2Sigma[5]","Tru_Level2Sigma[6]","Est_Level2Sigma[6]","se_Level2Sigma[6]","LL_Level2Sigma[6]","UL_Level2Sigma[6]","cFlag_Level2Sigma[6]","pFlag_Level2Sigma[6]","Tru_Level2Sigma[7]","Est_Level2Sigma[7]","se_Level2Sigma[7]","LL_Level2Sigma[7]","UL_Level2Sigma[7]","cFlag_Level2Sigma[7]","pFlag_Level2Sigma[7]","Tru_Level2Sigma[8]","Est_Level2Sigma[8]","se_Level2Sigma[8]","LL_Level2Sigma[8]","UL_Level2Sigma[8]","cFlag_Level2Sigma[8]","pFlag_Level2Sigma[8]","Tru_Level2Sigma[9]","Est_Level2Sigma[9]","se_Level2Sigma[9]","LL_Level2Sigma[9]","UL_Level2Sigma[9]","cFlag_Level2Sigma[9]","pFlag_Level2Sigma[9]","Tru_Level2Sigma[10]","Est_Level2Sigma[10]","se_Level2Sigma[10]","LL_Level2Sigma[10]","UL_Level2Sigma[10]","cFlag_Level2Sigma[10]","pFlag_Level2Sigma[10]","Tru_sigma_innovation[1,1]","Est_sigma_innovation[1,1]","se_sigma_innovation[1,1]","LL_sigma_innovation[1,1]","UL_sigma_innovation[1,1]","cFlag_sigma_innovation[1,1]","pFlag_sigma_innovation[1,1]","Tru_sigma_innovation[2,2]","Est_sigma_innovation[2,2]","se_sigma_innovation[2,2]","LL_sigma_innovation[2,2]","UL_sigma_innovation[2,2]","cFlag_sigma_innovation[2,2]","pFlag_sigma_innovation[2,2]","Tru_sigma_innovation[1,2]","Est_sigma_innovation[1,2]","se_sigma_innovation[1,2]","LL_sigma_innovation[1,2]","UL_sigma_innovation[1,2]","cFlag_sigma_innovation[1,2]","pFlag_sigma_innovation[1,2]","Tru_sigma_innovation[2,1]","Est_sigma_innovation[2,1]","se_sigma_innovation[2,1]","LL_sigma_innovation[2,1]","UL_sigma_innovation[2,1]","cFlag_sigma_innovation[2,1]","pFlag_sigma_innovation[2,1]"
52,10,10.0925,0.0943,9.9083,10.276,1,1,3,2.9978,0.0522,2.8966,3.1035,1,1,1,0.9934,0.0164,0.9615,1.0259,1,1,8,7.9306,0.0763,7.7814,8.0811,1,1,2.5,2.4897,0.0474,2.4008,2.5851,1,1,0.8,0.8092,0.0161,0.7784,0.8421,1,1,0.3,0.3033,0.0129,0.2783,0.3286,1,1,0.2,0.1964,0.0124,0.1724,0.2212,1,1,-0.15,-0.1682,0.0121,-0.1917,-0.1448,1,1,-0.1,-0.0994,0.012,-0.123,-0.0759,1,1,2,1.9226,0.0677,1.7927,2.059,1,1,0.5,0.4648,0.0454,0.3767,0.5535,1,1,0.2,0.211,0.0124,0.1871,0.2357,1,1,1.5,1.4034,0.0522,1.3051,1.5088,1,1,0.4,0.4351,0.0355,0.3675,0.5075,1,1,0.15,0.138,0.0131,0.1119,0.163,1,1,0.1,0.112,0.0182,0.0752,0.1468,1,1,0.1,0.0845,0.0171,0.0513,0.1179,1,1,0.1,0.094,0.0173,0.0599,0.1277,1,1,0.1,0.1049,0.0178,0.0712,0.1398,1,1,1,0.9866,0.0137,0.96,1.0135,1,1,1,1.001,0.0137,0.9745,1.0282,1,1,0.3,0.2943,0.0099,0.275,0.3139,1,1,0.3,0.2943,0.0099,0.275,0.3139,1,1
53,10,9.938,0.0973,9.7488,10.1316,1,1,3,3.0634,0.0571,2.9535,3.1762,1,1,1,0.9995,0.0154,0.9693,1.0298,1,1,8,7.8714,0.0757,7.724,8.0214,1,1,2.5,2.5247,0.0448,2.437,2.6137,1,1,0.8,0.8113,0.0153,0.7809,0.8409,1,1,0.3,0.3003,0.0126,0.276,0.3253,1,1,0.2,0.163,0.0121,0.1395,0.1866,0,1,-0.15,-0.1325,0.0121,-0.1558,-0.1087,1,1,-0.1,-0.123,0.0118,-0.1459,-0.0996,1,1,2,2.0345,0.0688,1.9054,2.1757,1,1,0.5,0.571,0.0439,0.4847,0.6578,1,1,0.2,0.1577,0.0125,0.133,0.1821,0,1,1.5,1.4373,0.0528,1.3376,1.5446,1,1,0.4,0.4285,0.0343,0.3618,0.4973,1,1,0.15,0.1493,0.012,0.1258,0.1732,1,1,0.1,0.1128,0.017,0.0795,0.1455,1,1,0.1,0.076,0.0161,0.0471,0.1093,1,1,0.1,0.103,0.0188,0.0666,0.1385,1,1,0.1,0.0942,0.0176,0.0602,0.1294,1,1,1,0.9736,0.0135,0.9476,1.0006,1,1,1,0.9935,0.0136,0.9672,1.0206,1,1,0.3,0.2902,0.0098,0.2711,0.3097,1,1,0.3,0.2902,0.0098,0.2711,0.3097,1,1
54,10,10.0597,0.0991,9.8657,10.2545,1,1,3,3.023,0.0539,2.9176,3.1301,1,1,1,0.9987,0.016,0.9675,1.0301,1,1,8,7.9025,0.0806,7.7439,8.0616,1,1,2.5,2.5085,0.0478,2.4167,2.6041,1,1,0.8,0.8043,0.0162,0.773,0.8368,1,1,0.3,0.3072,0.0125,0.2832,0.3319,1,1,0.2,0.2066,0.013,0.1811,0.2319,1,1,-0.15,-0.137,0.0122,-0.161,-0.1131,1,1,-0.1,-0.0978,0.0114,-0.1202,-0.0758,1,1,2,2.0795,0.0708,1.9461,2.2236,1,1,0.5,0.5243,0.0449,0.4346,0.6122,1,1,0.2,0.1866,0.0124,0.1623,0.2108,1,1,1.5,1.513,0.0555,1.408,1.6257,1,1,0.4,0.4228,0.0354,0.3547,0.4932,1,1,0.15,0.1408,0.0126,0.1159,0.1658,1,1,0.1,0.0919,0.0179,0.0555,0.1264,1,1,0.1,0.1404,0.0161,0.108,0.171,0,1,0.1,0.1194,0.0175,0.0838,0.1527,1,1,0.1,0.0771,0.0162,0.0487,0.1108,1,1,1,1.0066,0.0138,0.9797,1.0341,1,1,1,0.9742,0.0135,0.948,1.001,1,1,0.3,0.2788,0.0099,0.2595,0.2983,0,1,0.3,0.2788,0.0099,0.2595,0.2983,0,1
55,10,9.8774,0.0958,9.69,10.0632,1,1,3,2.9888,0.0594,2.8727,3.1058,1,1,1,0.9991,0.0167,0.9669,1.0325,1,1,8,7.8874,0.0833,7.7244,8.0512,1,1,2.5,2.4887,0.0459,2.4005,2.5777,1,1,0.8,0.8059,0.0164,0.7741,0.8375,1,1,0.3,0.318,0.0123,0.2937,0.342,1,1,0.2,0.21,0.0125,0.1853,0.2341,1,1,-0.15,-0.1407,0.0118,-0.1641,-0.1176,1,1,-0.1,-0.0962,0.0121,-0.1196,-0.0723,1,1,2,2.0052,0.0688,1.8766,2.1457,1,1,0.5,0.6426,0.0459,0.5536,0.732,0,1,0.2,0.1811,0.0144,0.1542,0.2108,1,1,1.5,1.5656,0.0572,1.457,1.6801,1,1,0.4,0.3983,0.0345,0.3304,0.4651,1,1,0.15,0.1472,0.0125,0.1215,0.1712,1,1,0.1,0.08,0.016,0.0497,0.1128,1,1,0.1,0.1233,0.016,0.092,0.1545,1,1,0.1,0.0973,0.0179,0.0633,0.1326,1,1,0.1,0.1029,0.0188,0.0636,0.138,1,1,1,1.0005,0.0138,0.9738,1.0278,1,1,1,0.9942,0.0137,0.9675,1.0213,1,1,0.3,0.2852,0.0099,0.266,0.3046,1,1,0.3,0.2852,0.0099,0.266,0.3046,1,1
56,10,9.9578,0.0989,9.7665,10.1521,1,1,3,3.0231,0.0519,2.9214,3.1265,1,1,1,0.985,0.0158,0.954,1.0161,1,1,8,7.9588,0.0783,7.8054,8.1129,1,1,2.5,2.5366,0.0451,2.4507,2.6291,1,1,0.8,0.7961,0.0151,0.767,0.8271,1,1,0.3,0.3143,0.0124,0.2898,0.3383,1,1,0.2,0.1938,0.0119,0.1702,0.2173,1,1,-0.15,-0.1432,0.0118,-0.1668,-0.1206,1,1,-0.1,-0.1087,0.0116,-0.1312,-0.0857,1,1,2,2.0602,0.0706,1.927,2.2044,1,1,0.5,0.4553,0.045,0.3654,0.5439,1,1,0.2,0.1891,0.0121,0.1657,0.2131,1,1,1.5,1.4799,0.0535,1.3785,1.589,1,1,0.4,0.4095,0.0343,0.3419,0.4765,1,1,0.15,0.1386,0.0114,0.1166,0.161,1,1,0.1,0.1007,0.0179,0.0655,0.1347,1,1,0.1,0.076,0.0156,0.0482,0.1084,1,1,0.1,0.0835,0.0175,0.0513,0.1176,1,1,0.1,0.0844,0.017,0.0527,0.1182,1,1,1,1.0208,0.0141,0.9937,1.0489,1,1,1,0.9943,0.0136,0.9679,1.0214,1,1,0.3,0.2955,0.01,0.276,0.3152,1,1,0.3,0.2955,0.01,0.276,0.3152,1,1
57,10,10.0046,0.1008,9.8063,10.2022,1,1,3,2.9235,0.0532,2.8222,3.0296,1,1,1,0.9886,0.0165,0.9564,1.0213,1,1,8,7.9401,0.0794,7.7837,8.0951,1,1,2.5,2.5103,0.0447,2.4247,2.5999,1,1,0.8,0.7888,0.0158,0.7582,0.8199,1,1,0.3,0.3005,0.0128,0.2754,0.3257,1,1,0.2,0.2016,0.0123,0.1775,0.2259,1,1,-0.15,-0.164,0.0116,-0.1866,-0.1412,1,1,-0.1,-0.1113,0.0117,-0.1339,-0.0883,1,1,2,2.0984,0.0712,1.964,2.2436,1,1,0.5,0.5549,0.0444,0.4698,0.6448,1,1,0.2,0.1988,0.0132,0.1734,0.2251,1,1,1.5,1.4249,0.0557,1.3198,1.5377,1,1,0.4,0.397,0.0331,0.3339,0.4634,1,1,0.15,0.154,0.012,0.1292,0.177,1,1,0.1,0.1137,0.0175,0.0781,0.1473,1,1,0.1,0.0947,0.0185,0.0579,0.1303,1,1,0.1,0.0977,0.018,0.0626,0.1327,1,1,0.1,0.0859,0.0173,0.0536,0.1207,1,1,1,0.9948,0.0137,0.9681,1.0221,1,1,1,0.9896,0.0136,0.9632,1.0167,1,1,0.3,0.2953,0.0099,0.2761,0.3148,1,1,0.3,0.2953,0.0099,0.2761,0.3148,1,1
58,10,10.0657,0.0958,9.8789,10.2529,1,1,3,3,0.0563,2.8907,3.112,1,1,1,0.9859,0.0168,0.9531,1.0189,1,1,8,7.9124,0.0769,7.762,8.0634,1,1,2.5,2.4891,0.0451,2.4027,2.5805,1,1,0.8,0.8154,0.015,0.7863,0.8447,1,1,0.3,0.3191,0.013,0.2937,0.3445,1,1,0.2,0.1857,0.0128,0.1604,0.2106,1,1,-0.15,-0.1311,0.0119,-0.1544,-0.1076,1,1,-0.1,-0.1122,0.0118,-0.1353,-0.0889,1,1,2,1.9768,0.0676,1.8492,2.115,1,1,0.5,0.5532,0.046,0.4628,0.6433,1,1,0.2,0.1947,0.0128,0.1695,0.2203,1,1,1.5,1.4612,0.0527,1.3606,1.5668,1,1,0.4,0.4403,0.0337,0.3752,0.5074,1,1,0.15,0.1268,0.0135,0.0997,0.1523,1,1,0.1,0.1184,0.0176,0.0832,0.152,1,1,0.1,0.1262,0.0152,0.0962,0.1554,1,1,0.1,0.1003,0.018,0.0647,0.1349,1,1,0.1,0.0938,0.0173,0.0598,0.1277,1,1,1,0.9866,0.0138,0.9597,1.0137,1,1,1,0.9901,0.0136,0.9636,1.017,1,1,0.3,0.2985,0.0099,0.2793,0.3181,1,1,0.3,0.2985,0.0099,0.2793,0.3181,1,1
59,10,10.0886,0.098,9.8963,10.2806,1,1,3,3.0018,0.0543,2.8981,3.111,1,1,1,0.9979,0.016,0.9669,1.0298,1,1,8,8.1004,0.0812,7.9414,8.2607,1,1,2.5,2.4276,0.043,2.3452,2.5138,1,1,0.8,0.785,0.0147,0.7566,0.814,1,1,0.3,0.2914,0.0127,0.2658,0.3162,1,1,0.2,0.2145,0.0125,0.1901,0.2394,1,1,-0.15,-0.1497,0.0117,-0.1729,-0.1269,1,1,-0.1,-0.0999,0.0122,-0.1236,-0.076,1,1,2,2.0517,0.0702,1.9188,2.1954,1,1,0.5,0.5648,0.0443,0.4795,0.6526,1,1,0.2,0.1946,0.0124,0.1707,0.2192,1,1,1.5,1.5207,0.0558,1.4149,1.6331,1,1,0.4,0.4037,0.0318,0.3439,0.4684,1,1,0.15,0.1169,0.0147,0.0876,0.1462,0,1,0.1,0.1017,0.018,0.0656,0.1355,1,1,0.1,0.1,0.0171,0.0653,0.1329,1,1,0.1,0.0797,0.0163,0.0495,0.1131,1,1,0.1,0.1034,0.0186,0.0644,0.1383,1,1,1,0.9898,0.0139,0.963,1.0172,1,1,1,0.9938,0.0136,0.9678,1.0208,1,1,0.3,0.2945,0.0099,0.2752,0.314,1,1,0.3,0.2945,0.0099,0.2752,0.314,1,1
60,10,9.9973,0.0999,9.8028,10.1934,1,1,3,3.0098,0.0563,2.9035,3.1232,1,1,1,1.0128,0.0169,0.9803,1.0467,1,1,8,7.875,0.0807,7.7173,8.0313,1,1,2.5,2.6269,0.0473,2.5358,2.722,0,1,0.8,0.8373,0.016,0.8063,0.8691,0,1,0.3,0.3094,0.0128,0.2846,0.3347,1,1,0.2,0.1919,0.0125,0.1676,0.2167,1,1,-0.15,-0.1515,0.012,-0.1748,-0.1278,1,1,-0.1,-0.0977,0.0124,-0.1217,-0.0734,1,1,2,2.0908,0.0718,1.9558,2.2361,1,1,0.5,0.5699,0.0485,0.4739,0.6643,1,1,0.2,0.2041,0.0134,0.1783,0.231,1,1,1.5,1.4915,0.0595,1.3781,1.6104,1,1,0.4,0.4574,0.0418,0.3769,0.5399,1,1,0.15,0.1759,0.0146,0.1469,0.2034,1,1,0.1,0.0882,0.0171,0.0559,0.1218,1,1,0.1,0.1083,0.0177,0.0732,0.1422,1,1,0.1,0.104,0.0184,0.0657,0.139,1,1,0.1,0.1105,0.0173,0.0756,0.1432,1,1,1,1.0096,0.014,0.9822,1.0372,1,1,1,0.9939,0.0138,0.9671,1.0212,1,1,0.3,0.3045,0.0101,0.2849,0.3244,1,1,0.3,0.3045,0.0101,0.2849,0.3244,1,1
61,10,10.0314,0.0969,9.8408,10.2216,1,1,3,2.9735,0.0525,2.8738,3.0791,1,1,1,0.9861,0.0164,0.9545,1.0187,1,1,8,8.0221,0.0822,7.8624,8.1843,1,1,2.5,2.4412,0.0457,2.3519,2.5317,1,1,0.8,0.7777,0.0158,0.7468,0.8082,1,1,0.3,0.2994,0.0123,0.2755,0.3239,1,1,0.2,0.2206,0.0128,0.1958,0.2458,1,1,-0.15,-0.1427,0.0116,-0.1653,-0.1202,1,1,-0.1,-0.1277,0.0124,-0.152,-0.1031,0,1,2,2.0063,0.0694,1.8749,2.1479,1,1,0.5,0.4724,0.0437,0.3864,0.5585,1,1,0.2,0.196,0.012,0.1731,0.2199,1,1,1.5,1.4854,0.0551,1.3814,1.5975,1,1,0.4,0.4721,0.0349,0.4042,0.5413,0,1,0.15,0.145,0.0133,0.1188,0.171,1,1,0.1,0.0728,0.0154,0.0455,0.1045,1,1,0.1,0.1106,0.0176,0.075,0.1445,1,1,0.1,0.08,0.0164,0.0494,0.1125,1,1,0.1,0.1149,0.0179,0.0781,0.1484,1,1,1,1.0099,0.014,0.9827,1.0376,1,1,1,0.9712,0.0133,0.9452,0.9976,0,1,0.3,0.3001,0.0099,0.2809,0.3196,1,1,0.3,0.3001,0.0099,0.2809,0.3196,1,1
62,10,10.2236,0.0973,10.031,10.4147,0,1,3,3.0069,0.0547,2.9018,3.1156,1,1,1,0.9692,0.0152,0.9396,0.9992,0,1,8,8.021,0.0801,7.8619,8.1766,1,1,2.5,2.5113,0.0438,2.4251,2.5982,1,1,0.8,0.799,0.0153,0.7691,0.8295,1,1,0.3,0.2907,0.0127,0.2661,0.3158,1,1,0.2,0.2056,0.0122,0.1818,0.2297,1,1,-0.15,-0.1496,0.012,-0.1731,-0.1261,1,1,-0.1,-0.0926,0.0123,-0.1164,-0.0682,1,1,2,2.019,0.0691,1.8877,2.1586,1,1,0.5,0.6272,0.0433,0.5424,0.7119,0,1,0.2,0.1791,0.0128,0.1548,0.205,1,1,1.5,1.4747,0.0552,1.3703,1.5872,1,1,0.4,0.3944,0.0339,0.3304,0.4629,1,1,0.15,0.1502,0.0119,0.126,0.1732,1,1,0.1,0.09,0.0179,0.056,0.1252,1,1,0.1,0.0904,0.0172,0.0569,0.1244,1,1,0.1,0.1036,0.0183,0.0657,0.1374,1,1,0.1,0.1171,0.0166,0.0837,0.1488,1,1,1,1.0115,0.014,0.9844,1.0395,1,1,1,1.002,0.0137,0.9756,1.0292,1,1,0.3,0.3068,0.0101,0.2872,0.3266,1,1,0.3,0.3068,0.0101,0.2872,0.3266,1,1
63,10,9.9951,0.0922,9.8134,10.176,1,1,3,2.9383,0.0506,2.8404,3.0386,1,1,1,0.991,0.0161,0.9594,1.0227,1,1,8,8.0178,0.0793,7.8621,8.1724,1,1,2.5,2.4879,0.0462,2.3972,2.5797,1,1,0.8,0.8038,0.0162,0.7716,0.8349,1,1,0.3,0.3079,0.0126,0.283,0.3326,1,1,0.2,0.2154,0.0123,0.1912,0.2392,1,1,-0.15,-0.1519,0.0128,-0.1766,-0.1271,1,1,-0.1,-0.1056,0.0115,-0.128,-0.0828,1,1,2,1.8939,0.0661,1.7681,2.0279,1,1,0.5,0.4493,0.0438,0.3634,0.5365,1,1,0.2,0.1953,0.0119,0.1719,0.2187,1,1,1.5,1.4427,0.0556,1.3374,1.5554,1,1,0.4,0.423,0.0352,0.3545,0.4931,1,1,0.15,0.1438,0.0136,0.1166,0.1699,1,1,0.1,0.1163,0.0168,0.0829,0.1483,1,1,0.1,0.0873,0.0175,0.0546,0.122,1,1,0.1,0.1303,0.0173,0.0947,0.1636,1,1,0.1,0.0937,0.0169,0.0604,0.1263,1,1,1,0.9768,0.0136,0.9506,1.0039,1,1,1,1.0192,0.0141,0.9917,1.047,1,1,0.3,0.2969,0.01,0.2776,0.3167,1,1,0.3,0.2969,0.01,0.2776,0.3167,1,1
64,10,9.9982,0.0952,9.8125,10.1851,1,1,3,2.9954,0.0542,2.8898,3.1031,1,1,1,1.0155,0.0167,0.9829,1.0485,1,1,8,7.9751,0.0848,7.809,8.1418,1,1,2.5,2.4942,0.0452,2.4081,2.5862,1,1,0.8,0.7881,0.0152,0.7589,0.8182,1,1,0.3,0.3091,0.0123,0.2852,0.3332,1,1,0.2,0.2105,0.013,0.1852,0.2362,1,1,-0.15,-0.1581,0.012,-0.1808,-0.1344,1,1,-0.1,-0.1022,0.0117,-0.1248,-0.0789,1,1,2,1.9746,0.069,1.8424,2.1151,1,1,0.5,0.5321,0.0465,0.4409,0.6232,1,1,0.2,0.2047,0.0128,0.1795,0.2296,1,1,1.5,1.6105,0.0566,1.5033,1.7246,0,1,0.4,0.4169,0.0334,0.3525,0.4834,1,1,0.15,0.1313,0.0127,0.1062,0.156,1,1,0.1,0.0916,0.0173,0.0584,0.126,1,1,0.1,0.1242,0.0173,0.089,0.1573,1,1,0.1,0.0918,0.0178,0.0559,0.1259,1,1,0.1,0.076,0.016,0.0476,0.1082,1,1,1,1.0004,0.0138,0.9737,1.0276,1,1,1,1.0069,0.0139,0.98,1.0345,1,1,0.3,0.3089,0.01,0.2894,0.3285,1,1,0.3,0.3089,0.01,0.2894,0.3285,1,1
65,10,10.1578,0.099,9.9638,10.3523,1,1,3,2.9736,0.0547,2.8707,3.0867,1,1,1,0.9714,0.0157,0.9417,1.0034,1,1,8,7.9832,0.0837,7.8185,8.1465,1,1,2.5,2.4795,0.0453,2.3941,2.571,1,1,0.8,0.7994,0.0162,0.768,0.8319,1,1,0.3,0.2961,0.0131,0.2705,0.3216,1,1,0.2,0.1989,0.0117,0.1765,0.222,1,1,-0.15,-0.1532,0.0116,-0.1759,-0.1305,1,1,-0.1,-0.078,0.0119,-0.1016,-0.0546,1,1,2,2.0506,0.0703,1.9186,2.1933,1,1,0.5,0.5918,0.0441,0.5038,0.6776,0,1,0.2,0.1831,0.0123,0.1593,0.2074,1,1,1.5,1.5581,0.0579,1.4484,1.6759,1,1,0.4,0.3883,0.0342,0.3217,0.4564,1,1,0.15,0.1598,0.012,0.1364,0.1839,1,1,0.1,0.1264,0.0162,0.0948,0.158,1,1,0.1,0.0745,0.0151,0.0476,0.1061,1,1,0.1,0.0921,0.0179,0.0565,0.1269,1,1,0.1,0.0916,0.019,0.0542,0.1276,1,1,1,1.0051,0.0139,0.9781,1.0324,1,1,1,0.9874,0.0135,0.9611,1.0142,1,1,0.3,0.3031,0.0099,0.2837,0.3228,1,1,0.3,0.3031,0.0099,0.2837,0.3228,1,1
66,10,10.0483,0.0969,9.8587,10.2401,1,1,3,3.0256,0.0535,2.9223,3.1333,1,1,1,1.0099,0.0167,0.9778,1.0434,1,1,8,7.917,0.0798,7.7596,8.0729,1,1,2.5,2.4963,0.0437,2.4124,2.5824,1,1,0.8,0.8095,0.0149,0.78,0.8384,1,1,0.3,0.304,0.0127,0.2795,0.329,1,1,0.2,0.2087,0.0123,0.1843,0.2326,1,1,-0.15,-0.1631,0.0115,-0.1856,-0.1402,1,1,-0.1,-0.097,0.0121,-0.1207,-0.0733,1,1,2,2.0083,0.0696,1.8777,2.1497,1,1,0.5,0.468,0.0467,0.3778,0.5622,1,1,0.2,0.2102,0.0122,0.1866,0.2344,1,1,1.5,1.5154,0.0558,1.4099,1.6283,1,1,0.4,0.419,0.0343,0.3528,0.4884,1,1,0.15,0.1429,0.0136,0.1152,0.1693,1,1,0.1,0.0994,0.0181,0.0644,0.134,1,1,0.1,0.1095,0.0166,0.0752,0.1411,1,1,0.1,0.0787,0.0163,0.0504,0.1132,1,1,0.1,0.1091,0.0183,0.0718,0.1442,1,1,1,0.9994,0.0139,0.9726,1.027,1,1,1,0.9981,0.0136,0.9716,1.0251,1,1,0.3,0.3127,0.01,0.2932,0.3325,1,1,0.3,0.3127,0.01,0.2932,0.3325,1,1
67,10,10.1645,0.0865,9.9955,10.3349,1,1,3,3.0446,0.0536,2.9411,3.1499,1,1,1,1.0175,0.0169,0.9848,1.051,1,1,8,7.9357,0.0801,7.7778,8.0921,1,1,2.5,2.5474,0.0464,2.4556,2.6391,1,1,0.8,0.8236,0.0162,0.7924,0.8556,1,1,0.3,0.2984,0.0123,0.2741,0.3223,1,1,0.2,0.2041,0.0119,0.1809,0.228,1,1,-0.15,-0.162,0.0121,-0.1858,-0.1386,1,1,-0.1,-0.0828,0.0117,-0.1059,-0.0598,1,1,2,1.7747,0.0627,1.6558,1.9017,0,1,0.5,0.5122,0.046,0.4221,0.6033,1,1,0.2,0.2183,0.0122,0.1948,0.2428,1,1,1.5,1.4941,0.0561,1.3866,1.6069,1,1,0.4,0.4087,0.0366,0.3376,0.4806,1,1,0.15,0.1597,0.0132,0.1334,0.1851,1,1,0.1,0.0901,0.0175,0.0574,0.1243,1,1,0.1,0.0786,0.0169,0.0473,0.1132,1,1,0.1,0.1063,0.0183,0.0696,0.1412,1,1,0.1,0.0802,0.017,0.0495,0.115,1,1,1,0.997,0.0138,0.9703,1.0241,1,1,1,0.9956,0.0137,0.9689,1.0227,1,1,0.3,0.3028,0.01,0.2834,0.3225,1,1,0.3,0.3028,0.01,0.2834,0.3225,1,1
68,10,9.8392,0.0981,9.6464,10.0304,1,1,3,3.0459,0.0584,2.9344,3.1642,1,1,1,1.0004,0.0164,0.9688,1.0334,1,1,8,7.8772,0.0754,7.7293,8.026,1,1,2.5,2.5468,0.0466,2.4562,2.6397,1,1,0.8,0.8314,0.0156,0.8003,0.8621,0,1,0.3,0.3062,0.0126,0.281,0.3302,1,1,0.2,0.1906,0.0124,0.167,0.2153,1,1,-0.15,-0.1244,0.0121,-0.1478,-0.1005,0,1,-0.1,-0.1022,0.0118,-0.125,-0.0788,1,1,2,2.0668,0.0696,1.9347,2.2086,1,1,0.5,0.5555,0.0446,0.469,0.6443,1,1,0.2,0.1701,0.0125,0.1456,0.1946,0,1,1.5,1.4295,0.0513,1.333,1.5348,1,1,0.4,0.4182,0.0348,0.3525,0.4865,1,1,0.15,0.1383,0.0122,0.1139,0.1621,1,1,0.1,0.0731,0.0153,0.0462,0.1053,1,1,0.1,0.0882,0.018,0.0521,0.1229,1,1,0.1,0.1081,0.0171,0.073,0.1399,1,1,0.1,0.085,0.0176,0.0516,0.1197,1,1,1,1.0182,0.014,0.9911,1.0462,1,1,1,0.9958,0.0137,0.9694,1.023,1,1,0.3,0.3106,0.0101,0.291,0.3305,1,1,0.3,0.3106,0.0101,0.291,0.3305,1,1
