Condition,Replication,Parameter,ESS,RHAT
Study1_Tb3_N100,46,Level2Mean[7],212,1.0002
Study1_Tb3_N100,46,Level2Mean[8],420,1.0026
Study1_Tb3_N100,46,Level2Sigma[1],1631,1.0015
Study1_Tb3_N100,46,Level2Sigma[2],774,1
Study1_Tb3_N100,46,Level2Sigma[3],6898,1.0002
Study1_Tb3_N100,46,Level2Sigma[4],11711,1
Study1_Tb3_N100,46,Level2Sigma[5],450,1.0093
Study1_Tb3_N100,46,Level2Sigma[6],444,1.0005
Study1_Tb3_N100,46,Level2Sigma[7],589,1.0009
Study1_Tb3_N100,46,Level2Sigma[8],462,1.0005
Study1_Tb3_N100,46,"sigma_innovation[1,1]",493,1.0032
Study1_Tb3_N100,46,"sigma_innovation[2,1]",879,1.0001
Study1_Tb3_N100,46,"sigma_innovation[1,2]",879,1.0001
Study1_Tb3_N100,46,"sigma_innovation[2,2]",566,1
Study1_Tb3_N100,47,Level2Mean[1],16557,1
Study1_Tb3_N100,47,Level2Mean[2],17345,1
Study1_Tb3_N100,47,Level2Mean[3],25431,1
Study1_Tb3_N100,47,Level2Mean[4],30995,1
Study1_Tb3_N100,47,Level2Mean[5],215,1.006
Study1_Tb3_N100,47,Level2Mean[6],186,1.0046
Study1_Tb3_N100,47,Level2Mean[7],253,1.0016
Study1_Tb3_N100,47,Level2Mean[8],327,1.0009
Study1_Tb3_N100,47,Level2Sigma[1],1280,1.0032
Study1_Tb3_N100,47,Level2Sigma[2],949,1.0027
Study1_Tb3_N100,47,Level2Sigma[3],3317,1.0008
Study1_Tb3_N100,47,Level2Sigma[4],8728,1.0001
Study1_Tb3_N100,47,Level2Sigma[5],394,1.0065
Study1_Tb3_N100,47,Level2Sigma[6],574,1.0009
Study1_Tb3_N100,47,Level2Sigma[7],450,1.0063
Study1_Tb3_N100,47,Level2Sigma[8],568,1.0001
Study1_Tb3_N100,47,"sigma_innovation[1,1]",421,1.0033
Study1_Tb3_N100,47,"sigma_innovation[2,1]",524,1.003
Study1_Tb3_N100,47,"sigma_innovation[1,2]",524,1.003
Study1_Tb3_N100,47,"sigma_innovation[2,2]",364,1.0044
Study1_Tb3_N100,48,Level2Mean[1],17106,1
Study1_Tb3_N100,48,Level2Mean[2],20246,1
Study1_Tb3_N100,48,Level2Mean[3],25542,1
Study1_Tb3_N100,48,Level2Mean[4],32298,1.0001
Study1_Tb3_N100,48,Level2Mean[5],195,1.0035
Study1_Tb3_N100,48,Level2Mean[6],255,1.0001
Study1_Tb3_N100,48,Level2Mean[7],220,1.0058
Study1_Tb3_N100,48,Level2Mean[8],285,1.0093
Study1_Tb3_N100,48,Level2Sigma[1],1355,1.0001
Study1_Tb3_N100,48,Level2Sigma[2],1315,1.0001
Study1_Tb3_N100,48,Level2Sigma[3],6503,1
Study1_Tb3_N100,48,Level2Sigma[4],20783,1.0001
Study1_Tb3_N100,48,Level2Sigma[5],704,1.0022
Study1_Tb3_N100,48,Level2Sigma[6],450,1.0014
Study1_Tb3_N100,48,Level2Sigma[7],639,1.0016
Study1_Tb3_N100,48,Level2Sigma[8],561,1.0003
Study1_Tb3_N100,48,"sigma_innovation[1,1]",486,1.0003
Study1_Tb3_N100,48,"sigma_innovation[2,1]",589,1.0049
Study1_Tb3_N100,48,"sigma_innovation[1,2]",589,1.0049
Study1_Tb3_N100,48,"sigma_innovation[2,2]",694,1
Study1_Tb3_N100,49,Level2Mean[1],11545,1.0001
Study1_Tb3_N100,49,Level2Mean[2],16881,1
Study1_Tb3_N100,49,Level2Mean[3],23236,1
Study1_Tb3_N100,49,Level2Mean[4],31437,1
Study1_Tb3_N100,49,Level2Mean[5],198,1.0009
Study1_Tb3_N100,49,Level2Mean[6],297,1.0003
Study1_Tb3_N100,49,Level2Mean[7],301,1.0005
Study1_Tb3_N100,49,Level2Mean[8],331,1.0071
Study1_Tb3_N100,49,Level2Sigma[1],980,1
Study1_Tb3_N100,49,Level2Sigma[2],2578,1.0005
Study1_Tb3_N100,49,Level2Sigma[3],3946,1
Study1_Tb3_N100,49,Level2Sigma[4],11332,1
Study1_Tb3_N100,49,Level2Sigma[5],569,1.007
Study1_Tb3_N100,49,Level2Sigma[6],242,1.0002
Study1_Tb3_N100,49,Level2Sigma[7],484,1
Study1_Tb3_N100,49,Level2Sigma[8],554,1.0012
Study1_Tb3_N100,49,"sigma_innovation[1,1]",607,1
Study1_Tb3_N100,49,"sigma_innovation[2,1]",822,1
Study1_Tb3_N100,49,"sigma_innovation[1,2]",822,1
Study1_Tb3_N100,49,"sigma_innovation[2,2]",758,1.0006
Study1_Tb3_N100,50,Level2Mean[1],21747,1
Study1_Tb3_N100,50,Level2Mean[2],24332,1
Study1_Tb3_N100,50,Level2Mean[3],29048,1
Study1_Tb3_N100,50,Level2Mean[4],34233,1
Study1_Tb3_N100,50,Level2Mean[5],212,1.0012
Study1_Tb3_N100,50,Level2Mean[6],222,1.0033
Study1_Tb3_N100,50,Level2Mean[7],387,1.0034
Study1_Tb3_N100,50,Level2Mean[8],330,1.0003
Study1_Tb3_N100,50,Level2Sigma[1],1331,1
Study1_Tb3_N100,50,Level2Sigma[2],2991,1.0008
Study1_Tb3_N100,50,Level2Sigma[3],3514,1.0004
Study1_Tb3_N100,50,Level2Sigma[4],10138,1.0002
Study1_Tb3_N100,50,Level2Sigma[5],511,1.0003
Study1_Tb3_N100,50,Level2Sigma[6],243,1.0034
Study1_Tb3_N100,50,Level2Sigma[7],306,1.0017
Study1_Tb3_N100,50,Level2Sigma[8],539,1.0021
Study1_Tb3_N100,50,"sigma_innovation[1,1]",400,1.0007
Study1_Tb3_N100,50,"sigma_innovation[2,1]",660,1.0002
Study1_Tb3_N100,50,"sigma_innovation[1,2]",660,1.0002
Study1_Tb3_N100,50,"sigma_innovation[2,2]",614,1.0004
Study1_Tb3_N100,51,Level2Mean[1],17017,1
Study1_Tb3_N100,51,Level2Mean[2],14593,1
Study1_Tb3_N100,51,Level2Mean[3],27011,1
Study1_Tb3_N100,51,Level2Mean[4],33023,1
Study1_Tb3_N100,51,Level2Mean[5],154,1.0135
Study1_Tb3_N100,51,Level2Mean[6],238,1.0045
Study1_Tb3_N100,51,Level2Mean[7],325,1.0098
Study1_Tb3_N100,51,Level2Mean[8],272,1.0068
Study1_Tb3_N100,51,Level2Sigma[1],1526,1.0026
Study1_Tb3_N100,51,Level2Sigma[2],2887,1.0002
Study1_Tb3_N100,51,Level2Sigma[3],8180,1.0004
Study1_Tb3_N100,51,Level2Sigma[4],26102,1
Study1_Tb3_N100,51,Level2Sigma[5],745,1
Study1_Tb3_N100,51,Level2Sigma[6],708,1.0003
Study1_Tb3_N100,51,Level2Sigma[7],581,1.0035
Study1_Tb3_N100,51,Level2Sigma[8],556,1
Study1_Tb3_N100,51,"sigma_innovation[1,1]",366,1.0064
Study1_Tb3_N100,51,"sigma_innovation[2,1]",838,1.001
Study1_Tb3_N100,51,"sigma_innovation[1,2]",838,1.001
Study1_Tb3_N100,51,"sigma_innovation[2,2]",1028,1.0001
Study1_Tb3_N100,52,Level2Mean[1],18904,1
Study1_Tb3_N100,52,Level2Mean[2],27039,1
Study1_Tb3_N100,52,Level2Mean[3],27687,1
Study1_Tb3_N100,52,Level2Mean[4],34314,1
Study1_Tb3_N100,52,Level2Mean[5],193,1.0058
Study1_Tb3_N100,52,Level2Mean[6],163,1.0319
Study1_Tb3_N100,52,Level2Mean[7],228,1.0253
Study1_Tb3_N100,52,Level2Mean[8],210,1.0006
Study1_Tb3_N100,52,Level2Sigma[1],1903,1.0013
Study1_Tb3_N100,52,Level2Sigma[2],3658,1.0018
Study1_Tb3_N100,52,Level2Sigma[3],5057,1.0002
Study1_Tb3_N100,52,Level2Sigma[4],14835,1.0004
Study1_Tb3_N100,52,Level2Sigma[5],584,1.0028
Study1_Tb3_N100,52,Level2Sigma[6],616,1.0068
Study1_Tb3_N100,52,Level2Sigma[7],415,1.0007
Study1_Tb3_N100,52,Level2Sigma[8],640,1.0082
Study1_Tb3_N100,52,"sigma_innovation[1,1]",460,1.0043
Study1_Tb3_N100,52,"sigma_innovation[2,1]",383,1.0033
Study1_Tb3_N100,52,"sigma_innovation[1,2]",383,1.0033
Study1_Tb3_N100,52,"sigma_innovation[2,2]",324,1.0098
Study1_Tb3_N100,53,Level2Mean[1],16463,1
Study1_Tb3_N100,53,Level2Mean[2],24716,1.0001
Study1_Tb3_N100,53,Level2Mean[3],24140,1
Study1_Tb3_N100,53,Level2Mean[4],32364,1
Study1_Tb3_N100,53,Level2Mean[5],172,1.001
Study1_Tb3_N100,53,Level2Mean[6],276,1.003
Study1_Tb3_N100,53,Level2Mean[7],180,1.0077
Study1_Tb3_N100,53,Level2Mean[8],360,1
Study1_Tb3_N100,53,Level2Sigma[1],1857,1
Study1_Tb3_N100,53,Level2Sigma[2],4135,1.0001
Study1_Tb3_N100,53,Level2Sigma[3],2737,1.0001
Study1_Tb3_N100,53,Level2Sigma[4],9997,1
Study1_Tb3_N100,53,Level2Sigma[5],540,1.0033
Study1_Tb3_N100,53,Level2Sigma[6],468,1.0005
Study1_Tb3_N100,53,Level2Sigma[7],579,1
Study1_Tb3_N100,53,Level2Sigma[8],447,1.0013
Study1_Tb3_N100,53,"sigma_innovation[1,1]",424,1.0006
Study1_Tb3_N100,53,"sigma_innovation[2,1]",623,1.002
Study1_Tb3_N100,53,"sigma_innovation[1,2]",623,1.002
Study1_Tb3_N100,53,"sigma_innovation[2,2]",609,1
Study1_Tb3_N100,54,Level2Mean[1],18224,1
Study1_Tb3_N100,54,Level2Mean[2],21280,1
Study1_Tb3_N100,54,Level2Mean[3],25032,1
Study1_Tb3_N100,54,Level2Mean[4],28130,1
Study1_Tb3_N100,54,Level2Mean[5],125,1
Study1_Tb3_N100,54,Level2Mean[6],272,1.0005
Study1_Tb3_N100,54,Level2Mean[7],226,1.0027
Study1_Tb3_N100,54,Level2Mean[8],178,1.0023
Study1_Tb3_N100,54,Level2Sigma[1],970,1
Study1_Tb3_N100,54,Level2Sigma[2],3731,1.0001
Study1_Tb3_N100,54,Level2Sigma[3],2370,1
Study1_Tb3_N100,54,Level2Sigma[4],7452,1
Study1_Tb3_N100,54,Level2Sigma[5],568,1.0093
Study1_Tb3_N100,54,Level2Sigma[6],496,1.011
Study1_Tb3_N100,54,Level2Sigma[7],672,1.0026
Study1_Tb3_N100,54,Level2Sigma[8],680,1.0099
Study1_Tb3_N100,54,"sigma_innovation[1,1]",294,1
Study1_Tb3_N100,54,"sigma_innovation[2,1]",766,1.0019
Study1_Tb3_N100,54,"sigma_innovation[1,2]",766,1.0019
Study1_Tb3_N100,54,"sigma_innovation[2,2]",799,1.0001
Study1_Tb3_N100,55,Level2Mean[1],21723,1
Study1_Tb3_N100,55,Level2Mean[2],14306,1
Study1_Tb3_N100,55,Level2Mean[3],28024,1
Study1_Tb3_N100,55,Level2Mean[4],29785,1
Study1_Tb3_N100,55,Level2Mean[5],133,1.0121
Study1_Tb3_N100,55,Level2Mean[6],219,1.0047
Study1_Tb3_N100,55,Level2Mean[7],226,1.0042
Study1_Tb3_N100,55,Level2Mean[8],234,1.0024
Study1_Tb3_N100,55,Level2Sigma[1],1264,1.0013
Study1_Tb3_N100,55,Level2Sigma[2],1082,1.0011
Study1_Tb3_N100,55,Level2Sigma[3],3064,1.0012
Study1_Tb3_N100,55,Level2Sigma[4],20132,1
Study1_Tb3_N100,55,Level2Sigma[5],583,1.0003
Study1_Tb3_N100,55,Level2Sigma[6],566,1.0026
Study1_Tb3_N100,55,Level2Sigma[7],470,1.0003
Study1_Tb3_N100,55,Level2Sigma[8],502,1
Study1_Tb3_N100,55,"sigma_innovation[1,1]",269,1.0056
Study1_Tb3_N100,55,"sigma_innovation[2,1]",577,1.0007
Study1_Tb3_N100,55,"sigma_innovation[1,2]",577,1.0007
Study1_Tb3_N100,55,"sigma_innovation[2,2]",626,1.0018
Study1_Tb3_N100,56,Level2Mean[1],28348,1
Study1_Tb3_N100,56,Level2Mean[2],16622,1.0001
Study1_Tb3_N100,56,Level2Mean[3],32731,1
Study1_Tb3_N100,56,Level2Mean[4],29382,1
Study1_Tb3_N100,56,Level2Mean[5],226,1
Study1_Tb3_N100,56,Level2Mean[6],139,1.0167
Study1_Tb3_N100,56,Level2Mean[7],210,1.0021
Study1_Tb3_N100,56,Level2Mean[8],235,1.0075
Study1_Tb3_N100,56,Level2Sigma[1],13456,1.0003
Study1_Tb3_N100,56,Level2Sigma[2],812,1.0036
Study1_Tb3_N100,56,Level2Sigma[3],24070,1
Study1_Tb3_N100,56,Level2Sigma[4],13201,1.0001
Study1_Tb3_N100,56,Level2Sigma[5],533,1.0081
Study1_Tb3_N100,56,Level2Sigma[6],576,1.0024
Study1_Tb3_N100,56,Level2Sigma[7],555,1
Study1_Tb3_N100,56,Level2Sigma[8],652,1.0004
Study1_Tb3_N100,56,"sigma_innovation[1,1]",741,1.0004
Study1_Tb3_N100,56,"sigma_innovation[2,1]",489,1.003
Study1_Tb3_N100,56,"sigma_innovation[1,2]",489,1.003
Study1_Tb3_N100,56,"sigma_innovation[2,2]",336,1.0092
Study1_Tb3_N100,57,Level2Mean[1],21737,1
Study1_Tb3_N100,57,Level2Mean[2],18525,1
Study1_Tb3_N100,57,Level2Mean[3],26074,1
Study1_Tb3_N100,57,Level2Mean[4],31917,1
Study1_Tb3_N100,57,Level2Mean[5],146,1.005
Study1_Tb3_N100,57,Level2Mean[6],161,1.012
Study1_Tb3_N100,57,Level2Mean[7],221,1.0031
Study1_Tb3_N100,57,Level2Mean[8],233,1.0113
Study1_Tb3_N100,57,Level2Sigma[1],1925,1.0002
Study1_Tb3_N100,57,Level2Sigma[2],884,1.0051
Study1_Tb3_N100,57,Level2Sigma[3],2427,1.0003
Study1_Tb3_N100,57,Level2Sigma[4],6391,1.0006
Study1_Tb3_N100,57,Level2Sigma[5],601,1.0001
Study1_Tb3_N100,57,Level2Sigma[6],426,1.0011
Study1_Tb3_N100,57,Level2Sigma[7],362,1.0043
Study1_Tb3_N100,57,Level2Sigma[8],700,1.0037
Study1_Tb3_N100,57,"sigma_innovation[1,1]",286,1.0012
Study1_Tb3_N100,57,"sigma_innovation[2,1]",369,1.0063
Study1_Tb3_N100,57,"sigma_innovation[1,2]",369,1.0063
Study1_Tb3_N100,57,"sigma_innovation[2,2]",321,1.0111
Study1_Tb3_N100,58,Level2Mean[1],24379,1.0001
Study1_Tb3_N100,58,Level2Mean[2],16247,1
Study1_Tb3_N100,58,Level2Mean[3],26938,1
Study1_Tb3_N100,58,Level2Mean[4],32370,1
Study1_Tb3_N100,58,Level2Mean[5],212,1.0038
Study1_Tb3_N100,58,Level2Mean[6],236,1.0073
Study1_Tb3_N100,58,Level2Mean[7],285,1.0093
Study1_Tb3_N100,58,Level2Mean[8],373,1.0109
Study1_Tb3_N100,58,Level2Sigma[1],2840,1.0002
Study1_Tb3_N100,58,Level2Sigma[2],1584,1.0009
Study1_Tb3_N100,58,Level2Sigma[3],3565,1
Study1_Tb3_N100,58,Level2Sigma[4],19233,1.0002
Study1_Tb3_N100,58,Level2Sigma[5],491,1.0001
Study1_Tb3_N100,58,Level2Sigma[6],564,1
Study1_Tb3_N100,58,Level2Sigma[7],496,1.0001
Study1_Tb3_N100,58,Level2Sigma[8],397,1.013
Study1_Tb3_N100,58,"sigma_innovation[1,1]",433,1.0023
Study1_Tb3_N100,58,"sigma_innovation[2,1]",727,1.0053
Study1_Tb3_N100,58,"sigma_innovation[1,2]",727,1.0053
Study1_Tb3_N100,58,"sigma_innovation[2,2]",568,1.0014
Study1_Tb3_N100,59,Level2Mean[1],19459,1.0001
Study1_Tb3_N100,59,Level2Mean[2],15540,1
Study1_Tb3_N100,59,Level2Mean[3],26425,1
Study1_Tb3_N100,59,Level2Mean[4],27753,1
Study1_Tb3_N100,59,Level2Mean[5],155,1.0003
Study1_Tb3_N100,59,Level2Mean[6],192,1.0005
Study1_Tb3_N100,59,Level2Mean[7],224,1.0004
Study1_Tb3_N100,59,Level2Mean[8],285,1.0021
Study1_Tb3_N100,59,Level2Sigma[1],1079,1
Study1_Tb3_N100,59,Level2Sigma[2],1509,1
Study1_Tb3_N100,59,Level2Sigma[3],1399,1.0002
Study1_Tb3_N100,59,Level2Sigma[4],3775,1
Study1_Tb3_N100,59,Level2Sigma[5],567,1.0004
Study1_Tb3_N100,59,Level2Sigma[6],532,1.0001
Study1_Tb3_N100,59,Level2Sigma[7],560,1.0017
Study1_Tb3_N100,59,Level2Sigma[8],411,1.0016
Study1_Tb3_N100,59,"sigma_innovation[1,1]",296,1
Study1_Tb3_N100,59,"sigma_innovation[2,1]",849,1.0011
Study1_Tb3_N100,59,"sigma_innovation[1,2]",849,1.0011
Study1_Tb3_N100,59,"sigma_innovation[2,2]",655,1.0008
Study1_Tb3_N100,60,Level2Mean[1],21660,1.0001
Study1_Tb3_N100,60,Level2Mean[2],10978,1
Study1_Tb3_N100,60,Level2Mean[3],27198,1
Study1_Tb3_N100,60,Level2Mean[4],26869,1.0001
Study1_Tb3_N100,60,Level2Mean[5],166,1.005
Study1_Tb3_N100,60,Level2Mean[6],219,1.0145
Study1_Tb3_N100,60,Level2Mean[7],386,1.0014
Study1_Tb3_N100,60,Level2Mean[8],404,1.0003
Study1_Tb3_N100,60,Level2Sigma[1],1206,1.0016
Study1_Tb3_N100,60,Level2Sigma[2],1051,1.0044
Study1_Tb3_N100,60,Level2Sigma[3],3849,1.0003
Study1_Tb3_N100,60,Level2Sigma[4],5168,1.0014
Study1_Tb3_N100,60,Level2Sigma[5],537,1.0001
Study1_Tb3_N100,60,Level2Sigma[6],567,1.0024
Study1_Tb3_N100,60,Level2Sigma[7],388,1.0072
Study1_Tb3_N100,60,Level2Sigma[8],420,1
Study1_Tb3_N100,60,"sigma_innovation[1,1]",297,1.0033
Study1_Tb3_N100,60,"sigma_innovation[2,1]",997,1.0009
Study1_Tb3_N100,60,"sigma_innovation[1,2]",997,1.0009
Study1_Tb3_N100,60,"sigma_innovation[2,2]",588,1.0082
Study1_Tb3_N100,61,Level2Mean[1],15063,1.0001
Study1_Tb3_N100,61,Level2Mean[2],18635,1.0001
Study1_Tb3_N100,61,Level2Mean[3],26220,1
Study1_Tb3_N100,61,Level2Mean[4],33228,1
Study1_Tb3_N100,61,Level2Mean[5],163,1
Study1_Tb3_N100,61,Level2Mean[6],226,1.0046
Study1_Tb3_N100,61,Level2Mean[7],278,1.0023
Study1_Tb3_N100,61,Level2Mean[8],395,1.0001
Study1_Tb3_N100,61,Level2Sigma[1],1035,1.0002
Study1_Tb3_N100,61,Level2Sigma[2],1075,1.0014
Study1_Tb3_N100,61,Level2Sigma[3],2479,1
Study1_Tb3_N100,61,Level2Sigma[4],11809,1
Study1_Tb3_N100,61,Level2Sigma[5],486,1
Study1_Tb3_N100,61,Level2Sigma[6],430,1.0035
Study1_Tb3_N100,61,Level2Sigma[7],379,1.0022
Study1_Tb3_N100,61,Level2Sigma[8],402,1.0015
Study1_Tb3_N100,61,"sigma_innovation[1,1]",314,1
Study1_Tb3_N100,61,"sigma_innovation[2,1]",596,1.0006
Study1_Tb3_N100,61,"sigma_innovation[1,2]",596,1.0006
Study1_Tb3_N100,61,"sigma_innovation[2,2]",501,1.0019
Study1_Tb3_N100,62,Level2Mean[1],15171,1.0001
Study1_Tb3_N100,62,Level2Mean[2],18654,1
Study1_Tb3_N100,62,Level2Mean[3],27617,1
Study1_Tb3_N100,62,Level2Mean[4],31369,1
Study1_Tb3_N100,62,Level2Mean[5],190,1.0001
Study1_Tb3_N100,62,Level2Mean[6],224,1.0021
Study1_Tb3_N100,62,Level2Mean[7],262,1.0094
Study1_Tb3_N100,62,Level2Mean[8],333,1.0028
Study1_Tb3_N100,62,Level2Sigma[1],601,1.0002
Study1_Tb3_N100,62,Level2Sigma[2],1380,1.0001
Study1_Tb3_N100,62,Level2Sigma[3],2504,1.0001
Study1_Tb3_N100,62,Level2Sigma[4],10821,1
Study1_Tb3_N100,62,Level2Sigma[5],230,1.0067
Study1_Tb3_N100,62,Level2Sigma[6],479,1.0032
Study1_Tb3_N100,62,Level2Sigma[7],443,1.0049
Study1_Tb3_N100,62,Level2Sigma[8],476,1.0055
Study1_Tb3_N100,62,"sigma_innovation[1,1]",296,1.0003
Study1_Tb3_N100,62,"sigma_innovation[2,1]",429,1.0039
Study1_Tb3_N100,62,"sigma_innovation[1,2]",429,1.0039
Study1_Tb3_N100,62,"sigma_innovation[2,2]",593,1
Study1_Tb3_N100,63,Level2Mean[1],21530,1
Study1_Tb3_N100,63,Level2Mean[2],17284,1
Study1_Tb3_N100,63,Level2Mean[3],28541,1
Study1_Tb3_N100,63,Level2Mean[4],27559,1
Study1_Tb3_N100,63,Level2Mean[5],124,1.0007
Study1_Tb3_N100,63,Level2Mean[6],214,1.0003
Study1_Tb3_N100,63,Level2Mean[7],238,1.0075
Study1_Tb3_N100,63,Level2Mean[8],291,1.0034
Study1_Tb3_N100,63,Level2Sigma[1],1309,1
Study1_Tb3_N100,63,Level2Sigma[2],1772,1.0001
Study1_Tb3_N100,63,Level2Sigma[3],5548,1
Study1_Tb3_N100,63,Level2Sigma[4],7256,1.0002
Study1_Tb3_N100,63,Level2Sigma[5],499,1.0009
Study1_Tb3_N100,63,Level2Sigma[6],441,1.0004
Study1_Tb3_N100,63,Level2Sigma[7],391,1.0035
Study1_Tb3_N100,63,Level2Sigma[8],491,1
Study1_Tb3_N100,63,"sigma_innovation[1,1]",244,1.0004
Study1_Tb3_N100,63,"sigma_innovation[2,1]",555,1.0036
Study1_Tb3_N100,63,"sigma_innovation[1,2]",555,1.0036
Study1_Tb3_N100,63,"sigma_innovation[2,2]",593,1.0006
Study1_Tb3_N100,64,Level2Mean[1],21014,1
Study1_Tb3_N100,64,Level2Mean[2],22093,1
Study1_Tb3_N100,64,Level2Mean[3],30399,1
Study1_Tb3_N100,64,Level2Mean[4],34380,1
Study1_Tb3_N100,64,Level2Mean[5],179,1.0166
Study1_Tb3_N100,64,Level2Mean[6],278,1.0001
Study1_Tb3_N100,64,Level2Mean[7],294,1.0005
Study1_Tb3_N100,64,Level2Mean[8],427,1.0019
Study1_Tb3_N100,64,Level2Sigma[1],2517,1.0021
Study1_Tb3_N100,64,Level2Sigma[2],4767,1
Study1_Tb3_N100,64,Level2Sigma[3],5480,1.0008
Study1_Tb3_N100,64,Level2Sigma[4],24810,1
Study1_Tb3_N100,64,Level2Sigma[5],477,1
Study1_Tb3_N100,64,Level2Sigma[6],595,1.0021
Study1_Tb3_N100,64,Level2Sigma[7],535,1.0004
Study1_Tb3_N100,64,Level2Sigma[8],399,1.0118
Study1_Tb3_N100,64,"sigma_innovation[1,1]",390,1.0054
Study1_Tb3_N100,64,"sigma_innovation[2,1]",675,1.0003
Study1_Tb3_N100,64,"sigma_innovation[1,2]",675,1.0003
Study1_Tb3_N100,64,"sigma_innovation[2,2]",794,1
Study1_Tb3_N100,65,Level2Mean[1],18730,1.0001
Study1_Tb3_N100,65,Level2Mean[2],19809,1
Study1_Tb3_N100,65,Level2Mean[3],29042,1
Study1_Tb3_N100,65,Level2Mean[4],30070,1.0001
Study1_Tb3_N100,65,Level2Mean[5],179,1.0054
Study1_Tb3_N100,65,Level2Mean[6],178,1.0318
Study1_Tb3_N100,65,Level2Mean[7],239,1.0201
Study1_Tb3_N100,65,Level2Mean[8],343,1
Study1_Tb3_N100,65,Level2Sigma[1],1571,1.0008
Study1_Tb3_N100,65,Level2Sigma[2],1358,1.006
Study1_Tb3_N100,65,Level2Sigma[3],5802,1.0002
Study1_Tb3_N100,65,Level2Sigma[4],2804,1.0027
Study1_Tb3_N100,65,Level2Sigma[5],707,1
Study1_Tb3_N100,65,Level2Sigma[6],574,1.0013
Study1_Tb3_N100,65,Level2Sigma[7],585,1.007
Study1_Tb3_N100,65,Level2Sigma[8],567,1.001
Study1_Tb3_N100,65,"sigma_innovation[1,1]",497,1.0023
Study1_Tb3_N100,65,"sigma_innovation[2,1]",674,1.0021
Study1_Tb3_N100,65,"sigma_innovation[1,2]",674,1.0021
Study1_Tb3_N100,65,"sigma_innovation[2,2]",460,1.0124
Study1_Tb3_N100,66,Level2Mean[1],22398,1
Study1_Tb3_N100,66,Level2Mean[2],23422,1
Study1_Tb3_N100,66,Level2Mean[3],24077,1
Study1_Tb3_N100,66,Level2Mean[4],35582,1
Study1_Tb3_N100,66,Level2Mean[5],183,1.0002
Study1_Tb3_N100,66,Level2Mean[6],228,1
Study1_Tb3_N100,66,Level2Mean[7],264,1
Study1_Tb3_N100,66,Level2Mean[8],384,1.001
Study1_Tb3_N100,66,Level2Sigma[1],2566,1.0001
Study1_Tb3_N100,66,Level2Sigma[2],3736,1
Study1_Tb3_N100,66,Level2Sigma[3],2294,1.0003
Study1_Tb3_N100,66,Level2Sigma[4],29769,1
Study1_Tb3_N100,66,Level2Sigma[5],576,1.0002
Study1_Tb3_N100,66,Level2Sigma[6],631,1.0002
Study1_Tb3_N100,66,Level2Sigma[7],393,1.0002
Study1_Tb3_N100,66,Level2Sigma[8],493,1.0013
Study1_Tb3_N100,66,"sigma_innovation[1,1]",394,1.0004
Study1_Tb3_N100,66,"sigma_innovation[2,1]",729,1.0009
Study1_Tb3_N100,66,"sigma_innovation[1,2]",729,1.0009
Study1_Tb3_N100,66,"sigma_innovation[2,2]",632,1.0004
Study1_Tb3_N100,67,Level2Mean[1],12823,1.0005
Study1_Tb3_N100,67,Level2Mean[2],21900,1
Study1_Tb3_N100,67,Level2Mean[3],23393,1
Study1_Tb3_N100,67,Level2Mean[4],32757,1
Study1_Tb3_N100,67,Level2Mean[5],211,1.0078
Study1_Tb3_N100,67,Level2Mean[6],194,1
Study1_Tb3_N100,67,Level2Mean[7],297,1.0027
Study1_Tb3_N100,67,Level2Mean[8],285,1.0001
Study1_Tb3_N100,67,Level2Sigma[1],870,1.0028
Study1_Tb3_N100,67,Level2Sigma[2],1995,1
Study1_Tb3_N100,67,Level2Sigma[3],1436,1.0014
Study1_Tb3_N100,67,Level2Sigma[4],8296,1
Study1_Tb3_N100,67,Level2Sigma[5],568,1.0002
Study1_Tb3_N100,67,Level2Sigma[6],511,1.0008
Study1_Tb3_N100,67,Level2Sigma[7],575,1.0013
Study1_Tb3_N100,67,Level2Sigma[8],402,1.0018
Study1_Tb3_N100,67,"sigma_innovation[1,1]",379,1.0042
Study1_Tb3_N100,67,"sigma_innovation[2,1]",619,1.0014
Study1_Tb3_N100,67,"sigma_innovation[1,2]",619,1.0014
Study1_Tb3_N100,67,"sigma_innovation[2,2]",416,1.0001
Study1_Tb3_N100,68,Level2Mean[1],15301,1
Study1_Tb3_N100,68,Level2Mean[2],21308,1
Study1_Tb3_N100,68,Level2Mean[3],25646,1
Study1_Tb3_N100,68,Level2Mean[4],32935,1
Study1_Tb3_N100,68,Level2Mean[5],204,1
Study1_Tb3_N100,68,Level2Mean[6],200,1.0017
Study1_Tb3_N100,68,Level2Mean[7],220,1.002
Study1_Tb3_N100,68,Level2Mean[8],251,1.0032
Study1_Tb3_N100,68,Level2Sigma[1],1365,1.0003
Study1_Tb3_N100,68,Level2Sigma[2],2294,1.0001
Study1_Tb3_N100,68,Level2Sigma[3],7210,1.0001
Study1_Tb3_N100,68,Level2Sigma[4],17414,1
Study1_Tb3_N100,68,Level2Sigma[5],630,1.0002
Study1_Tb3_N100,68,Level2Sigma[6],532,1.0031
Study1_Tb3_N100,68,Level2Sigma[7],552,1.0031
Study1_Tb3_N100,68,Level2Sigma[8],681,1
Study1_Tb3_N100,68,"sigma_innovation[1,1]",526,1
Study1_Tb3_N100,68,"sigma_innovation[2,1]",627,1.0017
Study1_Tb3_N100,68,"sigma_innovation[1,2]",627,1.0017
